id,log_price,image_path,image_exists,green_cover_ratio,road_density_ratio,built_up_density_ratio,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1328300990.0,12.666660207428574,../data/images/1328300990.0.png,True,0.0698089599609375,0.405853271484375,0.463348388671875,317000,3,1.75,1530,7650,1.0,0,0,4,8,1530,0,1977,0,98058,47.4435,-122.128,1850,6804
2068000270.0,14.151983508870948,../data/images/2068000270.0.png,True,0.1733245849609375,0.411041259765625,0.43145751953125,1400000,5,3.0,3850,14990,1.0,0,0,4,9,2290,1560,1964,0,98004,47.6425,-122.218,3010,15001
7856610490.0,13.68198030819624,../data/images/7856610490.0.png,True,0.3358917236328125,0.427337646484375,0.4370574951171875,875000,5,2.5,2530,8564,2.0,0,0,4,8,2530,0,1976,0,98006,47.5622,-122.153,2480,8714
8669400100.0,13.721200977393528,../data/images/8669400100.0.png,True,0.234130859375,0.2144317626953125,0.1538848876953125,910000,4,2.75,4190,38912,1.0,0,0,4,9,2040,2150,1965,0,98005,47.6472,-122.157,3050,36884
7866500035.0,12.608202196848836,../data/images/7866500035.0.png,True,0.2314605712890625,0.16552734375,0.1721649169921875,299000,1,1.0,740,5000,1.0,0,0,3,7,740,0,1923,0,98118,47.5519,-122.292,1400,4400
7853320550.0,12.959846800844964,../data/images/7853320550.0.png,True,0.1005096435546875,0.4474639892578125,0.5183258056640625,425000,4,2.5,2070,4427,2.0,0,0,3,7,2070,0,2007,0,98065,47.5208,-121.869,2070,4556
4222200380.0,12.37581963951765,../data/images/4222200380.0.png,True,0.073211669921875,0.4341888427734375,0.514312744140625,237000,3,2.0,1710,7920,1.0,0,0,3,8,1260,450,1968,0,98003,47.3473,-122.305,1760,8120
2599200460.0,12.59133844767558,../data/images/2599200460.0.png,True,0.355072021484375,0.5310211181640625,0.441070556640625,294000,4,2.0,2930,12840,1.5,0,0,4,8,2930,0,1965,0,98092,47.2957,-122.187,1960,10920
2321059093.0,13.134293924552235,../data/images/2321059093.0.png,True,0.327728271484375,0.2660369873046875,0.224945068359375,506000,3,2.5,2100,213008,1.0,0,0,3,8,2100,0,1990,0,98092,47.2984,-122.144,1330,214315
6064800470.0,12.644330802262578,../data/images/6064800470.0.png,True,0.2222137451171875,0.1785430908203125,0.290802001953125,310000,3,2.25,1960,2345,2.0,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.288,1760,1958
6383000150.0,13.21767537538882,../data/images/6383000150.0.png,True,0.0809326171875,0.6945953369140625,0.78375244140625,550000,3,1.0,1630,6009,1.0,0,3,4,8,1630,0,1954,0,98117,47.693,-122.383,2120,6009
8562740520.0,13.658857917508856,../data/images/8562740520.0.png,True,0.047454833984375,0.3610382080078125,0.4176025390625,855000,5,3.25,3420,5669,2.0,0,0,3,9,2620,800,2003,0,98027,47.5366,-122.067,3310,6006
9371700132.0,12.832414738229776,../data/images/9371700132.0.png,True,0.0632781982421875,0.0616912841796875,0.0638427734375,374150,3,1.75,1390,9585,1.0,0,0,4,7,1390,0,1973,0,98133,47.752,-122.35,1240,8188
9831200159.0,14.626441218624947,../data/images/9831200159.0.png,True,0.1033782958984375,0.591644287109375,0.61798095703125,2250000,3,3.25,3890,3452,2.0,0,0,3,12,2890,1000,2006,0,98102,47.626,-122.323,2860,2199
2423069039.0,13.384729180332174,../data/images/2423069039.0.png,True,0.292755126953125,0.2427215576171875,0.27801513671875,650000,3,2.5,2500,51836,1.0,0,0,3,9,1510,990,2013,0,98027,47.4694,-121.989,2270,54450
5561100431.0,13.1421679654829,../data/images/5561100431.0.png,True,0.3099517822265625,0.216156005859375,0.3687591552734375,510000,5,2.5,2510,83231,1.0,0,0,4,7,1260,1250,1975,0,98027,47.4576,-121.984,2460,46431
3224079105.0,12.971542813248435,../data/images/3224079105.0.png,True,0.2209625244140625,0.241973876953125,0.270660400390625,430000,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842
2212250080.0,13.291432507422345,../data/images/2212250080.0.png,True,0.2613372802734375,0.469207763671875,0.4741363525390625,592100,4,2.75,2310,7851,1.0,0,0,4,8,1790,520,1989,0,98006,47.5473,-122.187,2230,7359
4040600190.0,13.141187094351528,../data/images/4040600190.0.png,True,0.13995361328125,0.562744140625,0.54949951171875,509500,5,2.25,2060,9000,1.0,0,0,4,7,1320,740,1961,0,98007,47.6122,-122.137,2050,8800
9232900050.0,12.611541086966117,../data/images/9232900050.0.png,True,0.1623382568359375,0.4899749755859375,0.521820068359375,300000,2,1.75,2120,6350,1.0,0,0,4,6,1440,680,1924,0,98103,47.6974,-122.356,1590,6350
5416510830.0,12.611541086966117,../data/images/5416510830.0.png,True,0.1629180908203125,0.5673980712890625,0.59088134765625,300000,4,2.5,1910,4862,2.0,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091
5469000100.0,12.83468397161566,../data/images/5469000100.0.png,True,0.2675018310546875,0.314117431640625,0.360687255859375,375000,4,2.5,1800,8432,1.0,0,0,4,7,1200,600,1960,0,98133,47.7463,-122.336,1780,8432
3271800850.0,13.54763241999736,../data/images/3271800850.0.png,True,0.107025146484375,0.5439910888671875,0.6867523193359375,765000,3,1.75,2440,5800,1.0,0,3,4,8,1320,1120,1945,0,98199,47.6474,-122.412,2530,5800
2380000040.0,12.873904582205109,../data/images/2380000040.0.png,True,0.2841644287109375,0.152008056640625,0.0926513671875,390000,4,1.75,1910,77574,1.0,0,0,4,8,1910,0,1971,0,98042,47.3932,-122.12,2130,37026
1703050200.0,13.381647518543096,../data/images/1703050200.0.png,True,0.1120147705078125,0.566070556640625,0.572998046875,648000,4,2.5,2620,5450,2.0,0,0,3,9,2620,0,2001,0,98074,47.6301,-122.019,2590,5371
923000265.0,12.765691290604371,../data/images/923000265.0.png,True,0.1584014892578125,0.42303466796875,0.54486083984375,350000,2,1.0,1430,8157,1.5,0,0,3,7,1150,280,1944,0,98177,47.7256,-122.361,1820,8157
1454100005.0,12.765691290604371,../data/images/1454100005.0.png,True,0.2354583740234375,0.33612060546875,0.3682708740234375,350000,3,1.0,1370,8162,1.5,0,0,3,6,1370,0,1949,0,98125,47.7263,-122.289,1560,8250
2824069180.0,12.861001210669146,../data/images/2824069180.0.png,True,0.227691650390625,0.244598388671875,0.2279815673828125,385000,4,1.75,1800,10890,1.5,0,0,4,6,1800,0,1912,0,98027,47.5312,-122.04,1530,9818
4046400440.0,13.185340054498226,../data/images/4046400440.0.png,True,0.0919647216796875,0.112823486328125,0.076568603515625,532500,4,2.5,2490,8750,2.0,0,0,3,8,2040,450,1976,0,98008,47.5931,-122.116,2120,10240
7852130430.0,12.959846800844964,../data/images/7852130430.0.png,True,0.0843963623046875,0.3140716552734375,0.428314208984375,425000,4,2.5,2390,5021,2.0,0,0,3,7,2390,0,2002,0,98065,47.5353,-121.879,2520,5333
9828701690.0,13.178745601197818,../data/images/9828701690.0.png,True,0.067596435546875,0.3942413330078125,0.4514923095703125,529000,3,2.0,1530,3400,1.0,0,0,3,7,990,540,1907,2014,98112,47.6204,-122.296,1880,4212
2329810590.0,12.560247968016562,../data/images/2329810590.0.png,True,0.1514434814453125,0.357696533203125,0.434783935546875,285000,3,2.5,1940,9874,2.0,0,0,3,7,1940,0,1990,0,98042,47.3794,-122.113,1860,8875
9528100963.0,13.4856180275228,../data/images/9528100963.0.png,True,0.0660858154296875,0.512847900390625,0.5406951904296875,719000,3,3.0,1833,1706,3.0,0,0,3,9,1833,0,1998,0,98115,47.6827,-122.325,1466,1455
869700320.0,12.611541086966117,../data/images/869700320.0.png,True,0.225433349609375,0.4420623779296875,0.476806640625,300000,3,2.5,1260,3855,2.0,0,0,3,8,1260,0,1999,0,98059,47.4908,-122.154,1310,3344
1449000270.0,13.415034483903348,../data/images/1449000270.0.png,True,0.1009368896484375,0.2277984619140625,0.214202880859375,670000,4,2.75,3020,13530,1.0,0,0,4,8,1540,1480,1977,0,98052,47.6299,-122.099,2230,11896
3629960550.0,13.017005083966255,../data/images/3629960550.0.png,True,0.0696258544921875,0.5743560791015625,0.6851806640625,450000,3,3.25,1770,1863,2.0,0,0,3,8,1430,340,2003,0,98029,47.5478,-122.005,1410,1375
2123049086.0,12.25486757159303,../data/images/2123049086.0.png,True,0.0719146728515625,0.3379364013671875,0.370391845703125,210000,2,0.75,840,49658,1.0,0,0,2,6,840,0,1948,0,98168,47.4727,-122.292,1240,11000
4057300180.0,12.644330802262578,../data/images/4057300180.0.png,True,0.172454833984375,0.307281494140625,0.305389404296875,310000,3,1.5,1140,3104,2.0,0,0,3,7,1140,0,1988,0,98029,47.5707,-122.018,1150,2981
2489200165.0,12.983103608918752,../data/images/2489200165.0.png,True,0.0998687744140625,0.402557373046875,0.541046142578125,435000,3,1.0,1050,5500,1.0,0,0,3,6,930,120,1920,0,98126,47.5402,-122.38,1410,5834
5200100105.0,13.3374763699232,../data/images/5200100105.0.png,True,0.08062744140625,0.5718231201171875,0.6388397216796875,620000,3,2.25,1660,3478,1.5,0,0,4,7,1100,560,1929,0,98117,47.6773,-122.372,1610,3478
3574801790.0,12.923914877701906,../data/images/3574801790.0.png,True,0.1056671142578125,0.2770538330078125,0.3559112548828125,410000,3,1.75,1440,7112,1.0,0,0,3,7,1180,260,1979,0,98034,47.7304,-122.227,1570,9152
1574100025.0,13.171155446333852,../data/images/1574100025.0.png,True,0.2122802734375,0.0833892822265625,0.1197509765625,525000,4,1.5,1170,6240,1.0,0,0,4,6,1170,0,1960,0,98040,47.5495,-122.232,2380,8846
8121500060.0,13.480039220276565,../data/images/8121500060.0.png,True,0.152923583984375,0.102813720703125,0.0880279541015625,715000,4,2.25,2460,40635,1.0,0,0,5,8,2460,0,1968,0,98053,47.6627,-122.032,2250,40635
740500010.0,12.506180941677355,../data/images/740500010.0.png,True,0.3184814453125,0.2918243408203125,0.374053955078125,270000,4,1.0,1900,8505,1.0,0,0,3,7,1200,700,1956,0,98055,47.4406,-122.196,1440,8505
6169901085.0,14.183620571569952,../data/images/6169901085.0.png,True,0.221923828125,0.4332275390625,0.4529266357421875,1445000,4,2.5,3200,3600,3.0,0,3,4,9,2600,600,1997,0,98119,47.632,-122.369,2490,4080
8655900100.0,12.349960845790925,../data/images/8655900100.0.png,True,0.338714599609375,0.3578338623046875,0.423187255859375,230950,2,1.0,930,12724,1.0,0,0,4,6,930,0,1912,0,98014,47.6567,-121.909,1240,21828
8562750660.0,13.302183474822543,../data/images/8562750660.0.png,True,0.1024017333984375,0.4084625244140625,0.425537109375,598500,4,2.5,2520,3980,2.0,0,0,3,8,2520,0,2005,0,98027,47.5401,-122.07,2610,3980
9100000040.0,13.081543466215235,../data/images/9100000040.0.png,True,0.06365966796875,0.4748382568359375,0.5650634765625,480000,3,1.75,1710,4080,1.0,0,0,4,7,1130,580,1979,0,98136,47.5563,-122.392,1200,4080
8730000210.0,12.779875885354992,../data/images/8730000210.0.png,True,0.0720367431640625,0.4987335205078125,0.538818359375,355000,2,2.5,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7055,-122.342,1340,1050
7234601166.0,13.092936626443633,../data/images/7234601166.0.png,True,0.16387939453125,0.448638916015625,0.44085693359375,485500,2,1.5,1340,1286,2.0,0,0,3,8,1190,150,2006,0,98122,47.617,-122.309,1460,1245
1703401110.0,12.584512505902088,../data/images/1703401110.0.png,True,0.237823486328125,0.331024169921875,0.380615234375,292000,2,1.0,880,5500,1.0,0,0,3,6,880,0,1904,0,98118,47.5573,-122.289,1080,5500
7937600830.0,12.873904582205109,../data/images/7937600830.0.png,True,0.3155059814453125,0.3081207275390625,0.337921142578125,390000,4,3.0,2570,262018,1.0,0,0,3,7,1420,1150,1988,0,98058,47.4417,-122.09,2260,19811
3629920030.0,13.161586013632684,../data/images/3629920030.0.png,True,0.0632171630859375,0.4189910888671875,0.5679779052734375,520000,4,2.25,1890,3006,2.0,0,0,3,7,1890,0,2003,0,98029,47.5461,-121.998,1580,3000
7852120030.0,13.49116588426581,../data/images/7852120030.0.png,True,0.1662750244140625,0.293121337890625,0.44586181640625,723000,4,3.5,3510,9263,2.0,0,0,3,10,3510,0,2001,0,98065,47.5413,-121.877,3690,10417
2526069092.0,13.830400155679214,../data/images/2526069092.0.png,True,0.214080810546875,0.4876708984375,0.529876708984375,1015000,4,3.75,4690,207141,2.0,0,0,3,10,4030,660,2007,0,98019,47.7072,-121.983,2890,200527
5536100005.0,14.648420115681892,../data/images/5536100005.0.png,True,0.164276123046875,0.3885040283203125,0.4022369384765625,2300000,7,4.75,5310,8816,2.0,0,0,3,10,3650,1660,2013,0,98004,47.6221,-122.208,2920,10610
8732131200.0,12.460718739865236,../data/images/8732131200.0.png,True,0.2127838134765625,0.2803955078125,0.374267578125,258000,3,1.75,2270,9000,1.0,0,0,4,8,1330,940,1978,0,98023,47.3077,-122.381,2090,8400
993001342.0,12.89295272879663,../data/images/993001342.0.png,True,0.0504302978515625,0.4984130859375,0.5842132568359375,397500,3,2.25,1430,1383,3.0,0,0,3,8,1430,0,2005,0,98103,47.6917,-122.341,1430,1347
7856560480.0,13.361381852676738,../data/images/7856560480.0.png,True,0.3417816162109375,0.2630615234375,0.30072021484375,635000,3,2.5,1780,11000,1.0,0,0,4,8,1210,570,1980,0,98006,47.5574,-122.149,2310,9700
1238501188.0,13.849912950864717,../data/images/1238501188.0.png,True,0.3073272705078125,0.417083740234375,0.4128875732421875,1035000,4,2.5,2910,9131,2.0,0,0,3,10,2910,0,2014,0,98033,47.6826,-122.186,1880,11212
5418500970.0,13.493928313146206,../data/images/5418500970.0.png,True,0.16290283203125,0.4271697998046875,0.4812469482421875,725000,4,2.25,2880,8882,2.0,0,0,4,8,2480,400,1965,0,98115,47.6999,-122.284,2460,9610
7207900050.0,12.95972914714203,../data/images/7207900050.0.png,True,0.16375732421875,0.2236785888671875,0.275970458984375,424950,5,3.5,2760,3846,2.5,0,0,3,8,2760,0,2013,0,98056,47.5047,-122.17,2760,4587
6137610620.0,13.122365377402328,../data/images/6137610620.0.png,True,0.2331085205078125,0.2278594970703125,0.2349853515625,500000,4,2.5,2590,9354,2.0,0,0,4,9,2590,0,1993,0,98011,47.7703,-122.193,2730,9264
7299601410.0,12.715900771961074,../data/images/7299601410.0.png,True,0.1595306396484375,0.6559906005859375,0.7004547119140625,333000,4,2.5,2623,7184,2.0,0,0,3,8,2623,0,2012,0,98092,47.259,-122.202,2010,4939
9390700095.0,12.917798665647773,../data/images/9390700095.0.png,True,0.317535400390625,0.3051300048828125,0.2483978271484375,407500,2,1.0,770,2971,1.0,0,2,3,7,770,0,1923,0,98102,47.6358,-122.322,1440,4000
4022900197.0,12.896719202134523,../data/images/4022900197.0.png,True,0.313812255859375,0.0980072021484375,0.068267822265625,399000,3,2.0,1940,16300,1.0,0,0,3,7,1140,800,1978,0,98155,47.774,-122.283,1940,11250
7234601142.0,13.407543823396258,../data/images/7234601142.0.png,True,0.1000518798828125,0.3227081298828125,0.5091705322265625,665000,3,2.25,1590,929,2.0,0,0,3,9,1060,530,2014,0,98122,47.6172,-122.31,1510,1193
2422059015.0,13.186372383373484,../data/images/2422059015.0.png,True,0.278045654296875,0.2882537841796875,0.2614288330078125,533050,2,1.0,910,295772,1.0,0,0,3,5,910,0,1953,0,98042,47.3752,-122.11,2050,48351
274000020.0,12.520887034998584,../data/images/274000020.0.png,True,0.161773681640625,0.2161102294921875,0.365234375,274000,4,1.75,1940,7500,1.0,0,0,4,7,1720,220,1966,0,98030,47.3736,-122.215,2000,9000
1574700140.0,13.21767537538882,../data/images/1574700140.0.png,True,0.23394775390625,0.15032958984375,0.2475738525390625,550000,3,1.75,1830,9720,1.0,0,1,3,7,1150,680,1928,1976,98040,47.5511,-122.23,3380,10854
418000330.0,12.20582761551277,../data/images/418000330.0.png,True,0.2151641845703125,0.4104156494140625,0.50396728515625,199950,2,1.0,700,5200,1.0,0,0,5,5,700,0,1952,0,98056,47.4924,-122.174,970,5200
8570900038.0,12.73670383776449,../data/images/8570900038.0.png,True,0.2366790771484375,0.2791748046875,0.251220703125,340000,3,2.0,1140,11620,1.0,0,0,3,7,1140,0,1994,0,98045,47.4991,-121.783,1140,8400
2561320120.0,12.810391344620207,../data/images/2561320120.0.png,True,0.2394561767578125,0.17828369140625,0.1305694580078125,366000,3,2.0,1350,10200,1.0,0,0,3,7,1350,0,1977,0,98074,47.6159,-122.05,1820,9600
3814800300.0,12.863595239117188,../data/images/3814800300.0.png,True,0.268829345703125,0.2019805908203125,0.21038818359375,386000,4,2.5,2810,11897,2.0,0,0,3,8,2810,0,2003,0,98092,47.3251,-122.186,1770,4240
2220069196.0,12.44312304677877,../data/images/2220069196.0.png,True,0.232574462890625,0.423309326171875,0.41705322265625,253500,3,1.0,1220,20400,1.0,0,0,5,6,1220,0,1959,0,98022,47.2063,-122.023,1640,53578
8961970560.0,13.30967413408274,../data/images/8961970560.0.png,True,0.2381744384765625,0.390960693359375,0.3818359375,603000,4,2.5,2670,5895,2.0,0,0,3,8,2670,0,1999,0,98074,47.6066,-122.016,2820,6531
2112700280.0,12.59473402514672,../data/images/2112700280.0.png,True,0.161102294921875,0.2519073486328125,0.308837890625,295000,3,1.75,1440,4000,1.0,0,0,4,7,1050,390,1979,0,98106,47.5329,-122.354,1560,4000
7452500285.0,12.54254845357358,../data/images/7452500285.0.png,True,0.13970947265625,0.405548095703125,0.5823974609375,280000,2,1.0,720,5000,1.0,0,0,5,6,720,0,1951,0,98126,47.5195,-122.374,810,5000
880000189.0,12.250094315624496,../data/images/880000189.0.png,True,0.0986480712890625,0.364532470703125,0.4286346435546875,209000,3,2.0,1230,1340,2.0,0,0,3,7,1020,210,2003,0,98106,47.526,-122.361,1260,1312
4053200285.0,13.493928313146206,../data/images/4053200285.0.png,True,0.234130859375,0.192779541015625,0.2296295166015625,725000,3,2.5,3410,41022,2.0,0,0,3,11,3410,0,1990,0,98042,47.3228,-122.08,2150,21429
7701960250.0,13.698977865303196,../data/images/7701960250.0.png,True,0.3343658447265625,0.357391357421875,0.26116943359375,890000,4,2.75,3220,15467,2.0,0,0,3,11,3220,0,1994,0,98077,47.7128,-122.083,3670,16641
9286100150.0,13.071493151405464,../data/images/9286100150.0.png,True,0.120574951171875,0.2863922119140625,0.2978057861328125,475200,3,2.5,1670,3980,2.0,0,0,3,8,1670,0,2000,0,98027,47.5317,-122.047,1670,2897
1703400910.0,13.367661298303677,../data/images/1703400910.0.png,True,0.1429595947265625,0.3003082275390625,0.3362274169921875,639000,3,2.5,2010,3300,2.0,0,0,3,9,1610,400,2014,0,98118,47.5573,-122.287,1660,4950
1722800835.0,12.439170488085749,../data/images/1722800835.0.png,True,0.1040191650390625,0.29376220703125,0.347442626953125,252500,2,1.0,770,2191,1.0,0,0,3,6,770,0,1937,0,98108,47.5512,-122.323,940,5000
4047200265.0,12.691583538230216,../data/images/4047200265.0.png,True,0.2331695556640625,0.2930145263671875,0.3070068359375,325000,2,1.0,1100,17817,1.0,0,0,3,7,620,480,1980,0,98019,47.7728,-121.9,1790,20009
6421100342.0,13.504902345124338,../data/images/6421100342.0.png,True,0.1080169677734375,0.35894775390625,0.367279052734375,733000,3,2.5,2160,9888,2.0,0,0,4,9,2160,0,1989,0,98052,47.6712,-122.142,3060,7829
725079058.0,13.279368835614244,../data/images/725079058.0.png,True,0.21551513671875,0.20928955078125,0.2296905517578125,585000,3,1.75,2220,216493,1.0,0,2,3,8,2220,0,1989,0,98014,47.6624,-121.951,2900,169884
5318101075.0,13.774689605110144,../data/images/5318101075.0.png,True,0.1513214111328125,0.4258880615234375,0.3986968994140625,960000,3,1.75,2460,4800,1.0,0,0,4,7,1230,1230,1938,0,98112,47.6343,-122.282,2860,4800
8820901670.0,13.786082777139049,../data/images/8820901670.0.png,True,0.1973419189453125,0.1527862548828125,0.1087646484375,971000,5,3.5,4390,10140,2.0,0,0,3,9,3350,1040,2005,0,98125,47.7174,-122.282,2010,8400
3521049048.0,13.15192412139156,../data/images/3521049048.0.png,True,0.2325592041015625,0.2423248291015625,0.24530029296875,515000,3,2.5,3430,48993,2.0,0,0,3,9,3430,0,2001,0,98001,47.2609,-122.27,2460,36256
2722059075.0,13.02805489573287,../data/images/2722059075.0.png,True,0.12030029296875,0.0978240966796875,0.103118896484375,455000,3,2.75,2720,31314,3.0,0,2,3,8,2720,0,1986,0,98042,47.3689,-122.163,2290,15188
6403310060.0,13.199141068399516,../data/images/6403310060.0.png,True,0.1309967041015625,0.13116455078125,0.1419677734375,539900,3,1.75,1650,10150,1.0,0,0,3,8,1230,420,1976,0,98033,47.6963,-122.169,1930,8958
3342102880.0,13.047641986378483,../data/images/3342102880.0.png,True,0.0808258056640625,0.4426422119140625,0.5749053955078125,464000,3,2.5,2460,5400,1.0,0,0,4,8,1520,940,2001,0,98056,47.5231,-122.202,1745,5400
6672500040.0,12.720395148082574,../data/images/6672500040.0.png,True,0.131195068359375,0.100616455078125,0.1185302734375,334500,3,2.0,1700,8160,1.0,0,0,3,7,1120,580,1961,0,98133,47.74,-122.339,1740,8181
6666830170.0,13.565745785489192,../data/images/6666830170.0.png,True,0.060791015625,0.464813232421875,0.465972900390625,778983,4,2.5,2490,5647,2.0,0,0,3,8,2490,0,2014,0,98052,47.7043,-122.114,2970,5450
8825900020.0,13.73755009757506,../data/images/8825900020.0.png,True,0.0855560302734375,0.2602691650390625,0.2497100830078125,925000,5,3.0,2710,4200,2.0,0,0,3,7,1890,820,1919,2014,98115,47.6754,-122.307,2150,4200
7841300285.0,12.20582761551277,../data/images/7841300285.0.png,True,0.24310302734375,0.45703125,0.5066375732421875,199950,1,1.5,1048,4800,1.0,0,0,3,7,1048,0,1942,0,98055,47.4759,-122.212,950,4800
4077800088.0,13.458765611575428,../data/images/4077800088.0.png,True,0.18902587890625,0.384368896484375,0.3976287841796875,699950,4,2.0,2070,7830,1.0,0,1,5,7,1180,890,1941,0,98125,47.7058,-122.278,2390,7830
8731982250.0,12.500609917318906,../data/images/8731982250.0.png,True,0.2171173095703125,0.2194976806640625,0.33892822265625,268500,4,1.75,1670,8000,1.0,0,0,4,8,1670,0,1974,0,98023,47.3193,-122.383,1720,8000
5104511630.0,13.003582093664075,../data/images/5104511630.0.png,True,0.3565216064453125,0.3265533447265625,0.438232421875,444000,4,3.0,2800,7198,2.0,0,0,3,8,2800,0,2002,0,98038,47.3538,-122.013,3610,7845
5089700260.0,12.554970929480584,../data/images/5089700260.0.png,True,0.137664794921875,0.401092529296875,0.50830078125,283500,4,2.25,2100,8050,2.0,0,0,3,8,2100,0,1978,0,98055,47.4391,-122.193,2190,7700
9285800735.0,12.915710602709074,../data/images/9285800735.0.png,True,0.0687713623046875,0.437408447265625,0.558441162109375,406650,2,1.0,1070,6100,1.0,0,0,3,6,1070,0,1940,0,98126,47.5698,-122.377,1770,5695
7686203180.0,12.058158312538197,../data/images/7686203180.0.png,True,0.290130615234375,0.158111572265625,0.2102813720703125,172500,3,1.0,1040,7500,1.0,0,0,4,6,1040,0,1954,0,98198,47.4206,-122.316,1270,8000
7399200510.0,12.855792879125431,../data/images/7399200510.0.png,True,0.152740478515625,0.3433837890625,0.367523193359375,383000,4,2.5,2370,10580,2.0,0,0,3,8,2370,0,1966,0,98055,47.464,-122.192,1590,8584
2617300160.0,12.948012371209098,../data/images/2617300160.0.png,True,0.1822662353515625,0.127349853515625,0.134674072265625,420000,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590
5035300090.0,13.367661298303677,../data/images/5035300090.0.png,True,0.0880279541015625,0.4245758056640625,0.4998626708984375,639000,4,1.75,1830,6000,1.0,0,0,4,7,930,900,1939,0,98199,47.6536,-122.41,1540,6000
2525049259.0,14.59837549163862,../data/images/2525049259.0.png,True,0.262054443359375,0.2796173095703125,0.3003997802734375,2187730,4,4.5,4240,13162,2.0,0,0,3,10,4240,0,2004,0,98039,47.6193,-122.229,3010,12163
6752600050.0,12.676079399771028,../data/images/6752600050.0.png,True,0.201019287109375,0.3179931640625,0.3511810302734375,320000,4,2.5,2070,7007,2.0,0,0,3,7,2070,0,1996,0,98031,47.3968,-122.171,2130,8100
4307340490.0,12.691583538230216,../data/images/4307340490.0.png,True,0.05828857421875,0.698089599609375,0.7543182373046875,325000,4,2.5,1960,3543,2.0,0,0,3,7,1960,0,2004,0,98056,47.4849,-122.184,2420,3646
1022059032.0,12.902965303025876,../data/images/1022059032.0.png,True,0.2112274169921875,0.1331939697265625,0.081024169921875,401500,4,2.5,3140,94525,2.0,0,0,4,8,2280,860,1977,0,98042,47.4155,-122.163,1910,14300
7804700020.0,13.776250884052033,../data/images/7804700020.0.png,True,0.109344482421875,0.17828369140625,0.154266357421875,961500,3,2.5,3910,14000,2.0,0,0,3,10,3910,0,1999,0,98008,47.6374,-122.12,2280,14000
8122100835.0,12.117246896289505,../data/images/8122100835.0.png,True,0.106170654296875,0.3337860107421875,0.501495361328125,183000,2,1.0,670,5140,1.0,0,0,3,6,670,0,1926,0,98126,47.5387,-122.371,850,5140
3971701990.0,12.899222326086994,../data/images/3971701990.0.png,True,0.13275146484375,0.1813812255859375,0.2298583984375,400000,4,1.75,1810,9750,2.0,0,0,4,7,1810,0,1977,0,98155,47.7681,-122.311,1570,10000
200800200.0,13.296318365198625,../data/images/200800200.0.png,True,0.20849609375,0.1905975341796875,0.2219696044921875,595000,4,2.25,2050,8372,2.0,0,0,4,8,2050,0,1984,0,98052,47.7234,-122.107,2010,8037
2200500350.0,13.122365377402328,../data/images/2200500350.0.png,True,0.2783966064453125,0.370849609375,0.350341796875,500000,2,1.0,1640,14100,1.0,0,0,4,7,1140,500,1954,0,98006,47.5712,-122.143,1520,13527
7183000120.0,12.847929163278051,../data/images/7183000120.0.png,True,0.288482666015625,0.2781219482421875,0.3347930908203125,380000,4,2.5,2500,11070,1.0,0,2,4,8,1300,1200,1964,0,98003,47.336,-122.334,2500,11070
624069108.0,14.978661680269909,../data/images/624069108.0.png,True,0.2292633056640625,0.46514892578125,0.402130126953125,3200000,4,3.25,7000,28206,1.0,1,4,4,12,3500,3500,1991,0,98075,47.5928,-122.086,4913,14663
2310100230.0,12.847929163278051,../data/images/2310100230.0.png,True,0.21868896484375,0.486846923828125,0.5236968994140625,380000,4,2.5,2300,7707,2.0,0,0,3,8,2300,0,2004,0,98038,47.3497,-122.044,2320,6035
6669020490.0,12.676079399771028,../data/images/6669020490.0.png,True,0.1613006591796875,0.3150787353515625,0.44305419921875,320000,4,2.25,2190,9020,2.0,0,0,3,8,2190,0,1978,0,98032,47.3742,-122.284,2170,8400
5469502780.0,12.765691290604371,../data/images/5469502780.0.png,True,0.2595367431640625,0.3277130126953125,0.362335205078125,350000,4,2.5,2260,13755,1.0,0,0,4,9,2260,0,1975,0,98042,47.3767,-122.161,2650,13650
7349400610.0,12.628070334272698,../data/images/7349400610.0.png,True,0.19903564453125,0.4205322265625,0.50970458984375,305000,4,2.25,2050,12581,2.0,0,0,4,7,2050,0,1978,0,98002,47.3215,-122.204,1620,7400
5694500200.0,13.627976640389322,../data/images/5694500200.0.png,True,0.1551513671875,0.445770263671875,0.456817626953125,829000,4,3.0,3310,4500,2.5,0,0,5,9,2910,400,1900,0,98103,47.6594,-122.345,1440,3750
7502800100.0,13.4297760157324,../data/images/7502800100.0.png,True,0.1833953857421875,0.40692138671875,0.4597320556640625,679950,5,2.75,3600,9437,2.0,0,0,3,9,3600,0,2014,0,98059,47.4822,-122.131,3550,9421
